iter	Logloss
295	0.6075108137
296	0.6074645764
297	0.6074081144
298	0.6073653131
299	0.6073148036
300	0.6072781233
301	0.6072434543
302	0.6072032899
303	0.6071640291
304	0.6071228849
305	0.6070819005
306	0.6070398464
307	0.6069810434
308	0.6069460115
309	0.6069087159
310	0.6068782152
311	0.6068475586
312	0.6068140853
313	0.606769793
314	0.6067162061
315	0.6066704102
316	0.6066305095
317	0.6065811774
318	0.6065250046
319	0.6064664316
320	0.6064148658
321	0.6063456761
322	0.6063140395
323	0.6062752969
324	0.606222027
325	0.6061717651
326	0.6060963727
327	0.6060555189
328	0.6060237675
329	0.6059660495
330	0.6059231723
331	0.6058929625
332	0.605854415
333	0.6058175117
334	0.6057739811
335	0.6056827602
336	0.6056433427
337	0.605589319
338	0.6055325764
339	0.6054977341
340	0.6054509931
341	0.6054178733
342	0.6053587547
343	0.6052734134
344	0.6052289801
345	0.6051841167
346	0.6051390291
347	0.6051045111
348	0.6050772034
349	0.6050256884
350	0.6050057703
351	0.604951064
352	0.6048931656
353	0.6048610673
354	0.6048117209
355	0.6047777677
356	0.6047397976
357	0.6046824612
358	0.6046488583
359	0.6045824551
360	0.604546571
361	0.6044990405
362	0.6044707203
363	0.6044328916
364	0.6044025372
365	0.6043585621
366	0.604319652
367	0.6042957267
368	0.6042545748
369	0.6041941304
370	0.6041509875
371	0.6041165536
372	0.6040641262
373	0.604024689
374	0.6039792332
375	0.6039406103
376	0.6039049689
377	0.6038603382
378	0.6038141956
379	0.6037514987
380	0.6037151959
381	0.6036735596
382	0.6036445908
383	0.6036009453
384	0.6035348789
385	0.6035150576
386	0.6034799594
387	0.6034455546
388	0.6033897158
389	0.6033569171
390	0.6033101407
391	0.6032582459
392	0.603233867
393	0.6031884529
394	0.6031471824
395	0.6030896531
396	0.6030536687
397	0.6030201687
398	0.6029854747
399	0.6029291114
400	0.6028937169
401	0.60286839
402	0.6028158974
403	0.6027552554
404	0.602714185
405	0.6026803045
406	0.6026215142
407	0.6025891454
408	0.6025381223
409	0.602500966
410	0.6024736003
411	0.6024374175
412	0.6023932468
413	0.6023610965
414	0.6023090471
415	0.6022716143
416	0.6022459176
417	0.6022075764
418	0.6021530261
419	0.6021280537
420	0.6020827115
421	0.6020613614
422	0.6020301082
423	0.6019865977
424	0.6019394147
425	0.6018982453
426	0.6018692412
427	0.6018336559
428	0.6017873232
429	0.6017309301
430	0.6016979293
431	0.6016499783
432	0.6015819418
433	0.6015586588
434	0.6015225395
435	0.6014876992
436	0.6014524501
437	0.601420842
438	0.6013693031
439	0.6013309589
440	0.6012832387
441	0.6012573186
442	0.6012165737
443	0.6011870184
444	0.6011500324
445	0.6011032895
446	0.6010293329
447	0.6009944297
448	0.6009579215
449	0.6009268068
450	0.6009039484
451	0.6008607015
452	0.6008091375
453	0.600782882
454	0.6007668429
455	0.600715121
456	0.6006809958
457	0.6006257784
458	0.6005904027
459	0.6005478563
460	0.600503442
461	0.600455364
462	0.6004269325
463	0.6003795448
464	0.6003338007
465	0.6002844253
466	0.6002370373
467	0.6001904712
468	0.6001467831
469	0.6001080018
470	0.6000700774
471	0.6000352006
472	0.5999568808
473	0.5999286597
474	0.5998993935
475	0.5998601685
476	0.5998126259
477	0.5997898179
478	0.5997447903
479	0.599710376
480	0.5996809744
481	0.5996599644
482	0.5996020116
483	0.5995698443
484	0.5995319265
485	0.5995077119
486	0.5994729772
487	0.599436849
488	0.5993899359
489	0.599371309
490	0.5993551521
491	0.5993194596
492	0.5992717282
493	0.5992158882
494	0.5991962949
495	0.599157588
496	0.5991220576
497	0.5990801771
498	0.599034858
499	0.5990120453
500	0.5989632987
501	0.5989084041
502	0.5988433641
503	0.5987913446
504	0.5987813533
505	0.5987345499
506	0.5987088152
507	0.5986696726
508	0.5986221316
509	0.5985578583
510	0.5985020321
511	0.5984425811
512	0.5984055244
513	0.5983812134
514	0.5983286679
515	0.5982827975
516	0.5982556578
517	0.5982294023
518	0.5981904714
519	0.5981747047
520	0.5981295008
521	0.5980811902
522	0.5980509281
523	0.5980012246
524	0.5979743625
525	0.5979403768
526	0.5979156509
527	0.5978735485
528	0.5978382818
529	0.5978158028
530	0.5977745086
531	0.5977450314
532	0.5977186089
533	0.5976658647
534	0.5976358367
535	0.5975911897
536	0.5975402754
537	0.5975065626
538	0.5974760491
539	0.597442389
540	0.5974166832
541	0.5973612715
542	0.5973368002
543	0.5973067171
544	0.5972782696
545	0.5972299303
546	0.5971984857
547	0.5971781283
548	0.5971456898
549	0.5971144652
550	0.5970871432
551	0.59704066
552	0.5970112993
553	0.5969657694
554	0.596933845
555	0.5969128895
556	0.5968855484
557	0.5968452482
558	0.5967985863
559	0.596771566
560	0.5967071316
561	0.5966766373
562	0.5966148706
563	0.5965898054
564	0.5965454567
565	0.596512231
566	0.596487984
567	0.596458117
568	0.5964146206
569	0.5963876791
570	0.5963575435
571	0.5963206591
572	0.5962949523
573	0.5962615885
574	0.5962140243
575	0.5961689975
576	0.5961258979
577	0.5960837395
578	0.5960541298
579	0.5960265331
580	0.595982372
581	0.595963876
582	0.5959306618
583	0.5958858442
584	0.5958424558
585	0.595798445
586	0.5957658705
587	0.5957480045
588	0.5957083504
589	0.5956628586
590	0.5956362676
591	0.5956119143
592	0.5955662364
593	0.5954956375
594	0.5954646433
595	0.5954419418
596	0.5954051151
597	0.5953718837
598	0.5953369025
599	0.5953124054
600	0.5952788761
601	0.5952466814
602	0.5952160854
603	0.5951626496
604	0.5951234827
605	0.5950866309
606	0.5950532354
607	0.5950199579
608	0.5949786331
609	0.5949508043
610	0.5949262416
611	0.5949027017
612	0.5948761821
613	0.5948400892
614	0.5948176499
615	0.5947910867
616	0.5947312797
617	0.5946916936
618	0.5946681966
619	0.5946389128
620	0.5946043148
621	0.594581011
622	0.5945453981
623	0.5944883464
624	0.5944589977
625	0.5944063468
626	0.5943707647
627	0.5943261167
628	0.5942940431
629	0.5942549306
630	0.5942373342
631	0.5941980511
632	0.594169597
633	0.5941512093
634	0.594124767
635	0.594108369
636	0.5940678413
637	0.5940551609
638	0.5940262989
639	0.5939965667
640	0.5939722345
641	0.5939416303
642	0.5939141845
643	0.5938862617
644	0.5938592088
645	0.5938209602
646	0.5937868293
647	0.5937508648
648	0.5937038182
649	0.5936781222
650	0.5936459045
651	0.5936125593
652	0.5935777438
653	0.5935568515
654	0.593518643
655	0.5934808886
656	0.5934343557
657	0.5934089146
658	0.5933778513
659	0.5933283468
660	0.5932922324
661	0.5932692582
662	0.5932406842
663	0.5932065916
664	0.5931790437
665	0.5931529693
666	0.5931266759
667	0.5931011203
668	0.5930627126
669	0.5930257845
670	0.5930077588
671	0.5929707727
672	0.5929389891
673	0.5929196422
674	0.5928929172
675	0.5928547946
676	0.5928168536
677	0.5927666838
678	0.5927511576
679	0.5927233059
680	0.5926819537
681	0.5926566211
682	0.5926325297
683	0.5926122605
684	0.592573354
685	0.5925596974
686	0.592536441
687	0.5925076461
688	0.5924650585
689	0.5924395443
690	0.5924174465
691	0.5923570614
692	0.592332642
693	0.5923100045
694	0.5922605054
695	0.5922429065
696	0.5922058534
697	0.5921730668
698	0.5921558995
699	0.5921242716
700	0.5920852093
701	0.5920583754
702	0.5920287065
703	0.5919849718
704	0.5919448912
705	0.5919012828
706	0.5918766787
707	0.5918369629
708	0.5918030287
709	0.5917782089
710	0.5917342898
711	0.5916725415
712	0.591631522
713	0.5915856456
714	0.5915643631
715	0.5915470665
716	0.5915310065
717	0.5915119945
718	0.5914792734
719	0.5914226587
720	0.5913952786
721	0.591356573
722	0.5913222954
723	0.591293922
724	0.5912444153
725	0.5912255742
726	0.5911932506
727	0.5911561436
728	0.5911139419
729	0.5910886594
730	0.5910594947
731	0.5910267312
732	0.5910013104
733	0.5909638915
734	0.590934008
735	0.5909179909
736	0.5908856702
737	0.5908485382
738	0.5908353725
739	0.5907928649
740	0.5907341955
741	0.5907117771
742	0.5906868618
743	0.5906433823
744	0.5906106267
745	0.5905787624
746	0.5905424338
747	0.5905035846
748	0.5904773389
749	0.5904437733
750	0.5904005988
751	0.5903506158
752	0.5903131473
753	0.5902684918
754	0.5902381584
755	0.5902055969
756	0.5901629834
757	0.5901261142
758	0.5900923427
759	0.5900520929
760	0.5900185969
761	0.5899805287
762	0.5899333431
763	0.589881187
764	0.5898472952
765	0.5898158623
766	0.5897700413
767	0.589753978
768	0.5897261065
769	0.5896915507
770	0.5896724207
771	0.5896570779
772	0.5896135403
773	0.5895766618
774	0.5895524351
775	0.5895191344
776	0.5894798858
777	0.5894605059
778	0.589416667
779	0.5893760157
780	0.5893284454
781	0.5892888912
782	0.5892533268
783	0.5892124378
784	0.5891754771
785	0.5891416652
786	0.589114761
787	0.5891010133
788	0.5890665549
789	0.5889992898
790	0.5889769245
791	0.5889445947
792	0.5889208875
793	0.588874108
794	0.5888500602
795	0.5888146538
796	0.5887978624
797	0.5887658707
798	0.5887416517
799	0.5887161116
800	0.5886916044
801	0.5886651657
802	0.5886313937
803	0.5886065464
804	0.5885678705
805	0.5885468013
806	0.5885260608
807	0.5884997828
808	0.5884695988
809	0.5884403879
810	0.5883948965
811	0.5883579474
812	0.5883322785
813	0.5883082168
814	0.5882613657
815	0.5882258142
816	0.5882032373
817	0.5881445442
818	0.5881234566
819	0.5880910531
820	0.5880700569
821	0.5880466368
822	0.5880069148
823	0.5879672886
824	0.5879339256
825	0.5878961121
826	0.5878807837
827	0.5878450597
828	0.5878170987
829	0.5877717918
830	0.5877492143
831	0.5877073537
832	0.5876548576
833	0.5876265612
834	0.5875886106
835	0.5875627944
836	0.5875283625
837	0.5874867234
838	0.5874553468
839	0.5874226962
840	0.5873949211
841	0.5873702573
842	0.5873467487
843	0.5873210211
844	0.5872842148
845	0.5872582471
846	0.5872471826
847	0.5872264835
848	0.5871908471
849	0.5871564003
850	0.5871300872
851	0.5871068279
852	0.587082712
853	0.5870409109
854	0.5869938033
855	0.5869704836
856	0.5869506434
857	0.5869205218
858	0.5868749857
859	0.5868385756
860	0.5868078212
861	0.5867806256
862	0.5867650304
863	0.5867361233
864	0.5867042235
865	0.5866581762
866	0.5866244857
867	0.5865817446
868	0.5865476908
869	0.5865013223
870	0.5864572415
871	0.5864386293
872	0.5864202459
873	0.5863914868
874	0.5863584857
875	0.5863426469
876	0.5863163296
877	0.5863011739
878	0.5862683716
879	0.5862280879
880	0.5862119789
881	0.5861536843
882	0.5861213219
883	0.5861099265
884	0.586069307
885	0.5860327431
886	0.5859986582
887	0.5859623848
888	0.5859532878
889	0.5859145551
890	0.5858885566
891	0.5858592607
892	0.5858422602
893	0.5858047464
894	0.5857795638
895	0.5857416521
896	0.5857213707
897	0.5857046311
898	0.5856535777
899	0.5856172847
900	0.5855913905
901	0.5855782093
902	0.5855553372
903	0.5855223323
904	0.5854989746
905	0.5854751534
906	0.5854489369
907	0.5853948789
908	0.5853604816
909	0.585335464
910	0.5852921369
911	0.5852616543
912	0.5852366175
913	0.5851903063
914	0.5851615272
915	0.5851175184
916	0.5850852673
917	0.5850650871
918	0.5850350977
919	0.5850132432
920	0.584994762
921	0.5849485362
922	0.5849159153
923	0.5848885437
924	0.5848563374
925	0.5848219089
926	0.584792091
927	0.5847544069
928	0.5847352822
929	0.5847092993
930	0.5846897553
931	0.5846661301
932	0.5846463416
933	0.5846119917
934	0.5845772756
935	0.5845395877
936	0.5844929436
937	0.5844697705
938	0.5844485574
939	0.5844201327
940	0.5843983998
941	0.5843754782
942	0.5843488154
943	0.5843087909
944	0.5842708113
945	0.584251728
946	0.5842197402
947	0.5841797776
948	0.5841422373
949	0.5841129953
950	0.5840889171
951	0.5840458762
952	0.5840355536
953	0.5840291186
954	0.5839883307
955	0.5839715315
956	0.5839348133
957	0.5839163173
958	0.5838905166
959	0.5838545249
960	0.5838326692
961	0.5837992376
962	0.5837689724
963	0.5837488033
964	0.5837208006
965	0.5836997033
966	0.5836731306
967	0.5836533615
968	0.5836245155
969	0.5835972633
970	0.58357821
971	0.5835360454
972	0.5834867173
973	0.583468828
974	0.5834239996
975	0.5833943556
976	0.5833734526
977	0.583347064
978	0.5833221258
979	0.5832995492
980	0.5832621299
981	0.5832170574
982	0.583182842
983	0.583135887
984	0.5831135025
985	0.5830800678
986	0.5830488893
987	0.5830175494
988	0.5829883241
989	0.5829705246
990	0.5828949956
991	0.5828592729
992	0.5828209895
993	0.582802044
994	0.5827829652
995	0.582755354
996	0.5827382812
997	0.5827126779
998	0.5826883758
999	0.5826644023
